lucas,no-calibration,calibrated,ossl-trained
0.6946142739914573,-7.690007890452511,0.6994983482398811,0.6959759096619591
0.7973913233945262,-9.661724158653744,0.6822545964166487,0.6883998309180595
0.6268939563394698,-6.782305334236653,0.6688268653778968,0.6588836761880339
0.7501086945756492,-6.4793017300715805,0.6510711287814086,0.6628465031476076
0.7349098340954199,-8.243529534220746,0.6381699640342615,0.6523069490833197
0.7048247534977495,-10.196256232242883,0.6724973279356854,0.6839796231485222
0.7792960681977432,-7.841464784183424,0.6566081669767033,0.6592609552905337
0.7396471213155786,-6.204975696077174,0.6690807508396523,0.6738205877108652
0.6826216285112333,-8.497544659192966,0.6520061111891127,0.66905762366625
0.7816750325746104,-8.479711963365977,0.666284022330621,0.6666955186812589
